id,title,url,type,trustLabel,board,topic,difficulty,learningStyle,whyHelpful,focusArea,estimatedTime,safetySensitive,bestFor,pathTags
uniq-013,Microsoft MakeCode for micro:bit,https://makecode.microbit.org/,simulator,Official,micro:bit,block coding hardware,beginner,hands-on,A browser-based block and JavaScript editor that helps complete beginners learn hardware logic before moving to Arduino or Pico.,Use as a first coding-to-hardware step for absolute beginners.,15-30 min,False,absolute beginner; block coding; no mentor,lowest-cost; fastest
uniq-014,micro:bit Getting Started,https://microbit.org/get-started/getting-started/introduction/,official docs,Official,micro:bit,getting started,beginner,written,The micro:bit foundation provides beginner-friendly steps for a tiny programmable device with built-in sensors.,"First steps, coding, device setup, and classroom-friendly physical computing.",20-40 min,False,absolute beginner; sensors; first hardware confidence,fastest; lowest-cost
uniq-015,micro:bit Built-In Sensors Guide,https://microbit.org/get-started/features/sensors/,official docs,Official,micro:bit,built-in sensors,beginner,mixed,"Shows beginners how accelerometer, light, temperature, compass, and touch sensors work without extra parts.","Sensor ideas, motion projects, and input/output thinking.",20-45 min,False,sensor learner; no extra parts; robotics basics,lowest-cost; optimal
uniq-016,micro:bit Code Page,https://microbit.org/code/,official docs,Official,micro:bit,coding editors,beginner,hands-on,"Helps beginners choose MakeCode, Python, or other micro:bit coding environments based on skill level.","Start with blocks, then progress to JavaScript or Python.",15-30 min,False,absolute beginner; block coding; Python bridge,fastest; lowest-cost
uniq-017,CircuitPython Official Site,https://circuitpython.org/,official docs,Official,General Electronics,CircuitPython,beginner,written,A Python-first microcontroller ecosystem that reduces setup friction for beginners who already know Python.,"Why CircuitPython is useful, compatible boards, and learning links.",20-30 min,False,Python learner; Pico-like boards; gentle coding path,optimal; deep-learning
uniq-018,Adafruit: Welcome to CircuitPython,https://learn.adafruit.com/welcome-to-circuitpython/overview,course,Official,General Electronics,CircuitPython getting started,beginner,written,"A step-by-step guide to installing CircuitPython, using serial, editing code, libraries, and troubleshooting.",Use when the learner wants Python on microcontrollers before deeper embedded C/C++.,45-90 min,False,Python learner; microcontrollers; beginner setup,optimal; deep-learning
uniq-019,CircuitPython Library Bundle,https://circuitpython.org/libraries,official docs,Official,General Electronics,CircuitPython libraries,beginner-plus,written,Shows where to find sensor and display libraries so the AI can guide learners beyond basic blink projects.,"Installing libraries, matching libraries to sensors, and device support.",20-40 min,False,sensors; displays; Python learner,optimal; deep-learning
uniq-020,CircuitPython Essentials,https://learn.adafruit.com/welcome-to-circuitpython/circuitpython-essentials,course,Official,General Electronics,CircuitPython essentials,beginner-plus,written,"Introduces core CircuitPython operations such as digital I/O, analog I/O, PWM, NeoPixels, I2C, and SPI.",Use for learners moving from blinking LEDs to real sensors and outputs.,60-120 min,True,Python learner; sensors; actuators,deep-learning; optimal
uniq-021,Arduino Project Hub,https://projecthub.arduino.cc/,project hub,Official,Arduino,project inspiration,beginner-plus,mixed,A large project-sharing hub that helps learners see real examples after CircuitMentor builds their path.,"Use as inspiration after the roadmap step is clear, not as a random search dump.",Search/resource hub,True,Arduino; robotics; sensors; project inspiration,optimal; fastest
uniq-022,Arduino Docs: Built-In Examples,https://docs.arduino.cc/built-in-examples/,official docs,Official,Arduino,built-in examples,beginner,written,Official examples help learners practice one concept at a time before attempting a dream project.,"Blink, digital input, analog input, serial, control structures, and sensors.",30-90 min,False,Arduino; beginner foundations; structured practice,optimal; deep-learning
uniq-023,Arduino Docs: Foundations,https://docs.arduino.cc/learn/,official docs,Official,Arduino,Arduino learning,beginner,written,"A trusted official learning area for Arduino concepts, ecosystem, software, and board understanding.",Use for official explanations and setup support.,30-60 min,False,Arduino; official docs; beginners,optimal; deep-learning
uniq-024,How To Mechatronics: Arduino Projects,https://howtomechatronics.com/arduino-projects/,project hub,Curated,Arduino,mechatronics projects,beginner-plus,mixed,"Provides detailed Arduino project examples with circuit diagrams, code, and videos for robotics/mechatronics learners.",Use after basic safety and wiring concepts are learned.,Search/resource hub,True,Arduino; robotics; mechatronics; visual learner,optimal; fastest
uniq-025,TopTechBoy Arduino Lessons,https://toptechboy.com/arduino-lessons/,course,Curated,Arduino,video course,beginner,video,A methodical Arduino video lesson series that helps video learners progress step by step.,"Start from Arduino IDE, breadboard, LEDs, sensors, servos, and basic projects.",30-60 min per lesson,True,video learner; Arduino; structured course,deep-learning; optimal
uniq-026,Teach Computing: Physical Computing with Raspberry Pi Pico,https://teachcomputing.org/curriculum/key-stage-4/physical-computing-project/introduction-to-physical-computing,course,Curated,Raspberry Pi Pico W,physical computing curriculum,beginner,written,A classroom-style lesson that introduces Pico GPIO and physical computing in a structured way.,"GPIO pins, LEDs, buttons, inputs, and physical computing vocabulary.",45-60 min,False,Pico W; school learner; physical computing,deep-learning; optimal
uniq-027,The Pi Hut: Raspberry Pi Pico Getting Started Guide,https://thepihut.com/blogs/raspberry-pi-tutorials/raspberry-pi-pico-getting-started-guide,written guide,Curated,Raspberry Pi Pico W,Pico getting started,beginner,written,"A practical beginner-friendly guide to Pico features, setup, and first projects.","Board overview, Thonny setup, basic code, and first Pico projects.",30-60 min,False,Pico W; beginners; written guide,optimal; fastest
uniq-028,Core Electronics: Raspberry Pi Pico Workshop,https://core-electronics.com.au/courses/raspberry-pi-pico-workshop/,video course,Curated,Raspberry Pi Pico W,Pico workshop,beginner,video,"A complete beginner Pico workshop through bite-size videos, useful when the learner selected video or mixed learning.","Pico setup, MicroPython, GPIO, sensors, and projects.",1-3 hours,False,Pico W; video learner; structured workshop,deep-learning; optimal
uniq-029,Raspberry Pi Projects: Rock Paper Scissors by Hand,https://projects.raspberrypi.org/en/projects/rock-paper-scissors-by-hand,mini project,Official,Raspberry Pi 5,Teachable Machine vision,beginner-plus,hands-on,A unique beginner AI/computer-vision activity that uses Teachable Machine to recognize hand gestures.,"Train a simple model, use image classes, and understand what a camera model does.",60-90 min,False,computer vision; beginner AI; Raspberry Pi,fastest; optimal
uniq-030,Raspberry Pi Documentation: Picamera2 Manual,https://datasheets.raspberrypi.com/camera/picamera2-manual.pdf,official docs,Official,Raspberry Pi 5,camera programming,intermediate,written,Detailed official camera software reference for learners moving from simple camera capture to real Raspberry Pi vision projects.,"Camera setup, image capture, video, and Python control.",Reference,False,computer vision; Raspberry Pi camera; advanced path,deep-learning
uniq-031,ESPHome Getting Started with Home Assistant,https://esphome.io/guides/getting_started_hassio/,official docs,Official,ESP32,ESPHome,beginner-plus,written,A low-code style ESP32 path for learners who want smart-home devices without writing large Arduino programs first.,"Install ESPHome, create a device, connect sensors, and integrate with Home Assistant.",45-90 min,True,home automation; ESP32; IoT; low-code,optimal; fastest
uniq-032,ESPHome Ready-Made Projects,https://esphome.io/projects/,project hub,Official,ESP32,ESPHome ready-made projects,beginner-plus,hands-on,Gives learners real preconfigured project examples for common smart-home ESP devices.,Choose a project closest to the dream idea before customizing.,Search/resource hub,True,home automation; ESP32; smart sensors,fastest; optimal
uniq-033,Home Assistant: ESPHome Integration,https://www.home-assistant.io/integrations/esphome/,official docs,Official,ESP32,Home Assistant integration,intermediate,written,"Shows how ESPHome devices connect into Home Assistant, which is useful for serious smart-home learners.","Device integration, entity visibility, and Home Assistant workflow.",30-60 min,True,smart home; ESP32; automation,deep-learning; optimal
uniq-034,Adafruit IO: Welcome Guide,https://learn.adafruit.com/welcome-to-adafruit-io?view=all,course,Official,Arduino/ESP32/Pico,IoT dashboard,beginner-plus,mixed,A beginner-friendly IoT cloud guide with basic Arduino and Python projects for dashboards and internet-connected devices.,"Feeds, dashboards, button presses, temperature monitoring, and simple remote control.",45-90 min,False,IoT; dashboards; alerts; ESP32,optimal; fastest
uniq-035,Adafruit IO Platform,https://io.adafruit.com/,tool,Official,Arduino/ESP32/Pico,IoT dashboard platform,beginner-plus,hands-on,A user-friendly place to visualize data and connect electronics projects to the internet.,"Dashboards, feeds, device data, and simple IoT visualization.",30-60 min,False,smart plant; room monitor; IoT dashboard,fastest; optimal
uniq-036,Blynk ESP32 LED Quick Start Blueprint,https://blynk.io/blueprints/blink-an-led-with-esp32,mini project,Curated,ESP32,Blynk IoT app,beginner-plus,hands-on,"Helps users quickly control an ESP32 from a phone/app interface, useful for remote-control dream projects.","Wi-Fi provisioning, app dashboard, and simple LED control.",30-60 min,False,ESP32; phone app; IoT control,fastest; optimal
uniq-037,ThingsBoard ESP32 Dev Kit V1 Guide,https://thingsboard.io/device-library/esp32-dev-kit-v1/,written guide,Curated,ESP32,IoT telemetry dashboard,intermediate,written,Useful for learners who want real telemetry dashboards rather than just local serial output.,"Create a device, send data, use MQTT/attributes, and see dashboard output.",60-120 min,False,IoT telemetry; smart plant; environmental monitor,deep-learning; optimal
uniq-038,MQTT.org Getting Started,https://mqtt.org/,official docs,Official,ESP32,MQTT IoT messaging,beginner-plus,written,Explains the standard lightweight publish/subscribe protocol used in many IoT projects.,"Publish, subscribe, topics, broker, and why IoT devices use MQTT.",30-60 min,False,IoT; ESP32; messaging; dashboards,deep-learning; optimal
uniq-039,HiveMQ MQTT Essentials,https://www.hivemq.com/mqtt/,course,Curated,ESP32,MQTT basics,beginner-plus,written,A beginner-friendly MQTT explanation that is strong for IoT learners building alert systems.,"Core MQTT concepts, publish/subscribe pattern, and device messaging.",30-60 min,False,IoT; ESP32; room alerts; sensor data,deep-learning; optimal
uniq-040,ntfy Docs: Push Notifications,https://docs.ntfy.sh/,official docs,Official,Arduino/ESP32/Pico,phone notifications,beginner-plus,written,A unique open-source push-notification path for room security or sensor alerts without building a full mobile app.,"HTTP POST/PUT notifications, topics, mobile app subscriptions, and simple alert flows.",20-45 min,False,room security; phone alerts; IoT; low-cost,fastest; optimal; lowest-cost
uniq-041,ntfy Project Site,https://ntfy.sh/,tool,Official,Arduino/ESP32/Pico,push notification tool,beginner-plus,hands-on,Lets a learner understand the notification service before connecting it to a sensor project.,"Subscribe to a topic, send a test notification, then connect device code later.",15-30 min,False,phone alerts; room security; smart plant; IoT,fastest; lowest-cost
uniq-042,Meshtastic Introduction,https://meshtastic.org/docs/introduction/,official docs,Official,ESP32/LoRa,off-grid communication,intermediate,written,A rare future-path resource for learners interested in off-grid sensors and long-range maker communication.,"What LoRa mesh is, why it works without Wi-Fi/cell service, and where it fits.",30-60 min,True,advanced IoT; off-grid alerts; future path,deep-learning
